group_name	nce	contrast_angle
Unmodified	33.925480	0.665670
Unmodified	31.598493	0.908588
TMT6plex	32.934365	0.854822
TMT6plex	32.574654	0.872323
Oxidation	31.547385	0.882624
Unmodified	33.098421	0.868158
Unmodified	33.089161	0.655569
TMT6plex	40.244058	0.682042
Unmodified	32.524693	0.955470
Unmodified	34.110701	0.511017
TMT6plex	31.446326	0.907743
Unmodified	32.005066	0.900580
mixed	32.166383	0.748135
Unmodified	31.684136	0.941809
TMT6plex	34.999999	0.885860
Oxidation	34.999999	0.841630
Unmodified	31.909129	0.925851
TMT6plex	34.999999	0.864942
Unmodified	32.376924	0.907340
TMT6plex	31.666949	0.841076
TMT6plex	32.443735	0.918422
TMT6plex	33.985519	0.681552
mixed	32.279894	0.708363
Unmodified	34.999999	0.928127
TMT6plex	32.040137	0.930227
Unmodified	34.999999	0.621567
Unmodified	32.500419	0.892214
Oxidation	32.221478	0.860631
TMT6plex	34.999999	0.721975
Unmodified	31.057605	0.922461
TMT6plex	33.081532	0.918817
Unmodified	34.999999	0.682355
Unmodified	33.064312	0.917690
Unmodified	34.999999	0.871821
Unmodified	32.856214	0.896430
Unmodified	31.974408	0.779556
Unmodified	32.733837	0.754461
Unmodified	31.818640	0.820409
Unmodified	31.286651	0.805736
TMT6plex	32.361495	0.504353
TMT6plex	34.999999	0.796529
TMT6plex	31.937873	0.919944
Unmodified	32.736257	0.892361
Unmodified	32.381985	0.872869
Unmodified	31.841728	0.856888
Unmodified	31.754214	0.887536
Unmodified	33.061081	0.784896
Unmodified	32.866049	0.904955
Unmodified	34.999999	0.830714
Unmodified	32.485875	0.806318
mixed	31.859615	0.567017
GlyGly (Ub)	34.999999	0.486250
Unmodified	31.795567	0.867530
Unmodified	32.969388	0.916274
TMT6plex	32.543728	0.826463
Oxidation	31.608814	0.897443
mixed	32.789519	0.728226
Unmodified	32.230073	0.925327
TMT6plex	33.561441	0.894491
mixed	33.172134	0.851976
Oxidation	32.243189	0.939278
TMT6plex	34.999999	0.940391
TMT6plex	31.625333	0.918500
Unmodified	34.999999	0.673355
Unmodified	31.998938	0.780138
TMT6plex	33.787230	0.791995
Unmodified	32.012001	0.923647
Unmodified	31.853884	0.945379
TMT6plex	32.992491	0.882194
Oxidation	31.974408	0.945338
TMT6plex	34.999999	0.935567
Oxidation	32.911962	0.863885
Unmodified	31.886986	0.889041
mixed	34.999999	0.581318
Unmodified	31.628489	0.944387
Oxidation	32.395700	0.814554
TMT6plex	32.655537	0.747902
Unmodified	31.915262	0.905102
TMT6plex	32.062787	0.888500
Oxidation	33.425391	0.899943
Oxidation	31.334653	0.906636
Unmodified	32.898754	0.796607
TMT6plex	34.999999	0.829357
Unmodified	32.394418	0.687950
Unmodified	32.507518	0.916864
Unmodified	31.122118	0.803584
Oxidation	33.585900	0.916830
mixed	34.999999	0.760985
TMT6plex	31.035742	0.880370
mixed	34.811303	0.850275
Unmodified	33.793443	0.949338
TMT6plex	32.865837	0.886802
Unmodified	31.974408	0.914514
Oxidation	31.510878	0.926995
TMT6plex	32.011038	0.916108
mixed	31.333759	0.808901
GlyGly (Ub)	31.993058	0.922994
Oxidation	31.795567	0.862128
Unmodified	33.113965	0.870060
mixed	32.813779	0.721660
Unmodified	31.376001	0.956871
TMT6plex	34.999999	0.882426
TMT6plex	32.439572	0.487199
mixed	34.999999	0.971110
Unmodified	32.017851	0.857133
GlyGly (Ub)	32.283914	0.833329
TMT6plex	33.553261	0.929448
Unmodified	31.850615	0.876844
Unmodified	32.648718	0.851868
mixed	31.661701	0.470416
Unmodified	30.578214	0.573718
Oxidation	34.999999	0.819500
Unmodified	32.572824	0.755701
Unmodified	34.999999	0.500199
Unmodified	32.319254	0.798385
TMT6plex	34.999999	0.443177
Unmodified	32.484835	0.903503
Unmodified	32.326519	0.895750
Phospho	34.999999	0.610050
Acetyl	31.486002	0.899602
Unmodified	34.999999	0.777642
TMT6plex	32.413846	0.976272
mixed	33.561441	0.893566
TMT6plex	34.999999	0.727720
Unmodified	32.611465	0.882769
TMT6plex	34.999999	0.258443
TMT6plex	34.999999	0.818052
Unmodified	34.999999	0.784701
TMT6plex	33.663720	0.863355
TMT6plex	34.999999	0.837797
Unmodified	34.999999	0.811307
TMT6plex	34.999999	0.783591
TMT6plex	34.999999	0.688691
Unmodified	31.908268	0.792865
TMT6plex	32.337293	0.831871
TMT6plex	33.292738	0.847022
Unmodified	32.457730	0.944746
Oxidation	32.426155	0.909996
TMT6plex	34.999999	0.584076
Oxidation	31.682482	0.821911
TMT6plex	33.338988	0.515247
TMT6plex	34.999999	0.855021
Oxidation	31.799260	0.795042
TMT6plex	25.745034	0.695715
mixed	33.180621	0.895823
TMT6plex	33.734345	0.712607
Unmodified	31.666499	0.938883
Unmodified	32.249957	0.870371
Phospho	28.903514	0.830704
Unmodified	31.914738	0.941137
Oxidation	32.473224	0.959875
Oxidation	32.342768	0.627277
Unmodified	34.999999	0.742289
Unmodified	32.289508	0.924768
Unmodified	32.694891	0.837173
TMT6plex	34.999999	0.943449
Unmodified	32.081825	0.919451
mixed	32.837957	0.849196
Unmodified	31.779668	0.908845
Oxidation	34.999999	0.934212
Acetyl	31.239083	0.947643
Unmodified	34.999999	0.695893
Oxidation	34.999999	0.865510
Unmodified	32.342112	0.819932
GlyGly (Ub)	31.784788	0.929944
Unmodified	31.885561	0.768850
mixed	34.999999	0.675012
Unmodified	32.897776	0.748539
mixed	31.989387	0.908155
GlyGly (Ub)	32.051480	0.927327
Unmodified	32.097942	0.849631
Unmodified	33.088017	0.947954
Unmodified	32.628104	0.717074
Unmodified	32.777852	0.887753
Unmodified	34.999999	0.559408
TMT6plex	31.351972	0.842137
Phospho	32.351038	0.886959
Unmodified	34.999999	0.892601
TMT6plex	25.529668	0.728236
TMT6plex	34.999999	0.604534
TMT6plex	34.126613	0.391157
HexNAc	34.999999	0.734591
TMT6plex	32.255626	0.403507
Unmodified	32.487699	0.885181
GlyGly (Ub)	34.999999	0.828807
Unmodified	33.646598	0.929648
Unmodified	34.999999	0.901868
Unmodified	34.018999	0.863555
Oxidation	34.999999	0.854163
mixed	34.999999	0.632483
TMT6plex	34.999999	0.784195
TMT6plex	34.999999	0.744681
mixed	33.668944	0.555642
Unmodified	34.999999	0.840637
Phospho	34.999999	0.783225
TMT6plex	32.033902	0.844524
TMT6plex	32.705411	0.583703
Oxidation	33.352694	0.730531
Unmodified	34.999999	0.849346
TMT6plex	34.999999	0.523880
TMT6plex	32.642141	0.927764
TMT6plex	34.999999	0.935605
GlyGly (Ub)	32.435736	0.897461
Unmodified	34.999999	0.718566
Unmodified	31.467578	0.965967
Oxidation	33.113965	0.765975
TMT6plex	31.333759	0.606531
Unmodified	32.348898	0.909513
TMT6plex	34.999999	0.909921
Unmodified	34.999999	0.922602
GlyGly (Ub)	32.311097	0.869762
Unmodified	32.524657	0.800376
Unmodified	34.999999	0.964341
Unmodified	32.721904	0.776881
Unmodified	32.381985	0.831229
Unmodified	32.961547	0.919775
TMT6plex	30.683997	0.331247
mixed	32.780725	0.874140
Unmodified	32.187778	0.824060
Unmodified	34.999999	0.803622
Unmodified	31.920114	0.769970
TMT6plex	33.561519	0.891308
Unmodified	32.613614	0.864969
mixed	39.976296	0.462799
mixed	32.652012	0.798829
Oxidation	33.029482	0.917337
Unmodified	33.784628	0.925420
mixed	34.997022	0.281424
Oxidation	32.026604	0.801364
Unmodified	31.594953	0.858306
Unmodified	32.426798	0.707262
TMT6plex	31.578380	0.730714
TMT6plex	34.999999	0.696907
Unmodified	31.537893	0.875430
Oxidation	32.191837	0.886326
Oxidation	34.999999	0.669513
Unmodified	34.999999	0.902338
mixed	34.999999	0.874948
Phospho	31.013682	0.901443
Unmodified	34.999999	0.886059
mixed	31.875911	0.880873
TMT6plex	26.323643	0.756225
Unmodified	34.185809	0.867814
GlyGly (Ub)	31.989488	0.916970
Unmodified	32.583132	0.849317
Oxidation	31.059885	0.887778
Unmodified	32.330304	0.811325
Oxidation	34.999999	0.345867
Unmodified	32.767388	0.860623
Unmodified	32.732067	0.906370
Phospho	34.999999	0.904265
Unmodified	32.077959	0.910631
GlyGly (Ub)	31.825975	0.886145
Unmodified	33.113965	0.837050
TMT6plex	28.613517	0.559574
Unmodified	31.925640	0.854713
Unmodified	32.948261	0.930823
TMT6plex	34.999999	0.509358
TMT6plex	32.683542	0.884669
Unmodified	34.999999	0.684501
mixed	34.999999	0.540909
TMT6plex	32.652125	0.971696
Unmodified	31.999448	0.815370
TMT6plex	34.999999	0.623602
Unmodified	33.137119	0.930006
Pyro-Glu	33.896616	0.812037
Oxidation	32.151762	0.873301
Unmodified	32.738432	0.898204
TMT6plex	31.094897	0.884476
Unmodified	31.233427	0.909213
TMT6plex	34.999999	0.564441
TMT6plex	32.523698	0.909181
Unmodified	31.666499	0.849284
HexNAc	34.999999	0.717619
Oxidation	32.514527	0.924188
Unmodified	34.999999	0.890219
Unmodified	34.999999	0.850553
Unmodified	34.999999	0.943782
TMT6plex	32.581699	0.878768
Oxidation	33.098421	0.862319
GlyGly (Ub)	32.348117	0.569850
Unmodified	32.948261	0.907493
mixed	31.625333	0.827760
Unmodified	31.564817	0.968498
Oxidation	31.859136	0.933042
TMT6plex	31.993547	0.561882
Unmodified	31.763986	0.933884
Unmodified	34.999999	0.763233
Unmodified	34.999999	0.654125
Unmodified	32.160330	0.873762
Oxidation	32.058910	0.825780
TMT6plex	33.467978	0.885285
GlyGly (Ub)	31.875512	0.924771
Unmodified	33.240527	0.933927
Oxidation	33.688051	0.738842
mixed	33.787230	0.788517
Phospho	34.999999	0.877584
Unmodified	32.597741	0.742662
TMT6plex	34.999999	0.788730
Unmodified	31.661147	0.876633
mixed	34.469441	0.803616
Unmodified	34.999999	0.743113
Unmodified	32.093796	0.914654
TMT6plex	31.879932	0.924779
Phospho	32.168972	0.817668
Unmodified	32.058528	0.826541
Unmodified	32.242545	0.895049
TMT6plex	31.776574	0.833582
Unmodified	30.631891	0.774282
Unmodified	33.955252	0.783825
Unmodified	33.493450	0.534984
TMT6plex	32.642141	0.585816
Oxidation	33.383578	0.554890
mixed	32.211304	0.770079
TMT6plex	32.784590	0.855208
Unmodified	32.345912	0.965508
mixed	33.710760	0.908613
Oxidation	31.613991	0.899221
Unmodified	31.919834	0.918636
TMT6plex	32.563737	0.841528
Oxidation	34.602004	0.922779
Unmodified	32.349873	0.862997
TMT6plex	33.682153	0.852269
Unmodified	32.557669	0.753369
Oxidation	33.712903	0.793079
Phospho	31.961942	0.720047
Unmodified	31.859112	0.815482
Unmodified	34.105602	0.932511
TMT6plex	34.999999	0.482804
Unmodified	33.001137	0.893315
Unmodified	34.999999	0.333623
Unmodified	32.146582	0.935444
TMT6plex	27.221754	0.895342
TMT6plex	35.422665	0.562972
Unmodified	31.910521	0.417672
Unmodified	32.703242	0.829104
Unmodified	34.999999	0.887647
Oxidation	32.100791	0.874815
Unmodified	31.927589	0.898737
TMT6plex	32.011038	0.890781
Unmodified	34.999999	0.960018
Unmodified	32.389536	0.926151
Unmodified	32.611465	0.941698
Unmodified	34.999999	0.778709
Unmodified	33.982146	0.853272
Phospho	34.999999	0.104079
GlyGly (Ub)	32.132861	0.786712
Unmodified	32.689556	0.946289
Unmodified	32.673031	0.922399
Oxidation	31.629866	0.800032
Acetyl	31.193185	0.953810
mixed	34.999999	0.335561
Unmodified	32.423577	0.887610
GlyGly (Ub)	32.388654	0.910249
Phospho	34.999999	0.774483
Unmodified	33.689669	0.764240
Unmodified	32.213673	0.951838
Unmodified	32.374290	0.893080
Unmodified	31.115133	0.954214
mixed	32.303205	0.795520
Unmodified	32.085073	0.961033
Acetyl	31.270459	0.901068
Unmodified	34.999999	0.863740
TMT6plex	33.261925	0.947496
TMT6plex	34.999999	0.664494
Unmodified	31.673041	0.918848
Unmodified	32.828015	0.892610
Unmodified	33.021471	0.768059
Oxidation	32.128939	0.957203
TMT6plex	33.354583	0.833939
TMT6plex	27.251905	0.549525
Unmodified	34.999999	0.835616
TMT6plex	34.999999	0.903841
Unmodified	34.999999	0.840183
TMT6plex	33.717734	0.907347
Unmodified	31.603101	0.894148
mixed	39.929128	0.608329
Oxidation	32.399309	0.915813
GlyGly (Ub)	31.903130	0.919948
TMT6plex	32.113612	0.919244
TMT6plex	32.734895	0.718381
Methyl	34.999999	0.715810
Unmodified	32.078317	0.883055
Unmodified	32.836887	0.848439
Unmodified	32.976934	0.943035
TMT6plex	33.328572	0.939886
Unmodified	32.371363	0.855373
TMT6plex	32.614973	0.343413
Unmodified	32.736614	0.808684
Unmodified	34.999999	0.955720
Unmodified	33.210000	0.868055
Unmodified	32.208440	0.930180
TMT6plex	34.999999	0.774859
TMT6plex	31.333759	0.791197
Unmodified	34.999999	0.772514
Unmodified	32.626745	0.941548
Phospho	34.999999	0.698764
mixed	32.780725	0.917216
Unmodified	32.473996	0.773617
Phospho	32.064530	0.775215
Oxidation	34.999999	0.794839
TMT6plex	34.999999	0.426963
mixed	32.273427	0.766094
Oxidation	32.333964	0.929051
TMT6plex	34.999999	0.834455
Unmodified	31.795567	0.881658
Unmodified	31.630829	0.961125
Unmodified	32.512748	0.907632
TMT6plex	31.055179	0.840078
Unmodified	32.648718	0.816506
TMT6plex	32.326168	0.828260
Unmodified	31.609297	0.620986
Unmodified	34.999999	0.846102
TMT6plex	34.999999	0.621513
Oxidation	34.999999	0.592959
TMT6plex	34.999999	0.685048
mixed	32.965869	0.696812
TMT6plex	31.731910	0.801009
Unmodified	34.999999	0.388112
Unmodified	34.999999	0.550960
TMT6plex	33.822435	0.899702
Unmodified	32.553276	0.798797
TMT6plex	31.145644	0.579196
TMT6plex	34.999999	0.823245
Phospho	32.377189	0.892675
TMT6plex	32.135391	0.634914
Unmodified	33.365542	0.838209
Unmodified	32.485875	0.657000
Unmodified	34.999999	0.850890
Unmodified	34.999999	0.842808
Unmodified	33.626741	0.881992
GlyGly (Ub)	32.226413	0.937627
Unmodified	34.999999	0.974368
Unmodified	32.076406	0.899065
Phospho	31.566349	0.935695
mixed	34.999999	0.762967
Unmodified	31.780031	0.870895
Unmodified	31.385866	0.721129
Unmodified	32.690743	0.902980
Unmodified	34.999999	0.754896
Unmodified	32.414570	0.832715
Unmodified	34.999999	0.628917
Unmodified	33.148983	0.707835
Unmodified	32.507518	0.824452
TMT6plex	32.290065	0.786893
TMT6plex	36.232403	0.600977
TMT6plex	32.040137	0.967712
Phospho	34.999999	0.888676
Unmodified	32.638294	0.856706
Oxidation	32.001978	0.646928
GlyGly (Ub)	34.999999	0.424468
Unmodified	34.999999	0.971159
Unmodified	32.687995	0.853804
GlyGly (Ub)	32.041687	0.896382
TMT6plex	32.626238	0.684188
Unmodified	33.786160	0.891259
Pyro-Glu	33.101514	0.735670
TMT6plex	33.567044	0.892054
Unmodified	33.888054	0.878280
TMT6plex	33.842927	0.823031
mixed	30.392495	0.760400
TMT6plex	26.049414	0.729412
TMT6plex	34.996688	0.581549
Oxidation	31.837231	0.655056
Unmodified	32.968357	0.888430
Unmodified	32.781106	0.941285
Unmodified	33.072484	0.462862
TMT6plex	33.782870	0.893351
TMT6plex	34.999999	0.502182
Unmodified	32.280219	0.915927
TMT6plex	33.703944	0.920992
Unmodified	32.171839	0.898617
Unmodified	32.986981	0.598754
TMT6plex	33.738562	0.847867
TMT6plex	31.764549	0.911169
Unmodified	32.108954	0.867942
Oxidation	32.874975	0.837373
Unmodified	32.626551	0.825402
TMT6plex	34.999999	0.805960
TMT6plex	31.864867	0.966386
Unmodified	31.920663	0.607514
TMT6plex	32.924870	0.737055
TMT6plex	34.999999	0.912309
TMT6plex	34.177458	0.662942
Unmodified	31.439337	0.774182
Oxidation	31.519535	0.913215
Unmodified	33.029482	0.894196
Unmodified	33.181670	0.866216
TMT6plex	32.434788	0.895739
Unmodified	31.746909	0.889651
mixed	34.999999	0.468078
TMT6plex	34.999999	0.816360
mixed	34.999999	0.876477
TMT6plex	33.229452	0.912766
mixed	32.339609	0.835295
Unmodified	33.107874	0.951179
TMT6plex	34.999999	0.625822
Unmodified	34.999999	0.646598
Unmodified	32.760787	0.837550
Unmodified	32.666779	0.791920
Unmodified	31.523630	0.554204
Oxidation	32.249957	0.808178
mixed	34.999999	0.629568
Oxidation	32.923931	0.891925
Unmodified	31.700104	0.925391
Unmodified	33.714414	0.781996
Unmodified	34.999999	0.887283
TMT6plex	33.527580	0.885798
Unmodified	32.085428	0.956168
Unmodified	34.999999	0.823266
TMT6plex	34.999999	0.836250
Unmodified	33.317569	0.785844
Oxidation	34.999999	0.742648
Oxidation	33.181670	0.759054
Oxidation	32.845008	0.778097
Unmodified	32.224381	0.949527
TMT6plex	27.361703	0.649603
Oxidation	32.421270	0.944920
mixed	34.999999	0.709884
Unmodified	32.542738	0.548091
mixed	31.977236	0.838087
TMT6plex	33.121333	0.843869
Unmodified	34.999999	0.756601
TMT6plex	40.474376	0.898830
Unmodified	33.822733	0.768254
TMT6plex	34.999999	0.831890
Unmodified	34.999999	0.968312
TMT6plex	33.676761	0.868676
Unmodified	34.999999	0.770006
Unmodified	34.999999	0.865220
TMT6plex	33.007005	0.902332
Oxidation	31.450015	0.876121
TMT6plex	26.358026	0.932322
TMT6plex	31.456590	0.860959
Oxidation	31.720033	0.965287
Unmodified	32.023016	0.952924
Unmodified	32.721168	0.719314
Oxidation	34.999999	0.753993
mixed	34.155869	0.837050
mixed	31.521749	0.811443
Unmodified	32.771632	0.817950
mixed	32.696199	0.807094
Unmodified	34.999999	0.701270
Oxidation	32.225904	0.832809
TMT6plex	31.228849	0.805246
Unmodified	33.534986	0.730982
TMT6plex	33.070040	0.846120
HexNAc	34.999999	0.900890
TMT6plex	26.058775	0.491734
TMT6plex	33.938974	0.936448
Unmodified	30.514172	0.868321
Unmodified	34.999999	0.753280
TMT6plex	34.999999	0.797824
Phospho	31.699416	0.810880
Unmodified	34.999999	0.916212
Oxidation	33.688051	0.834485
Acetyl	33.570722	0.852304
Unmodified	31.924608	0.847611
Unmodified	32.687995	0.848759
Unmodified	34.999999	0.793808
Unmodified	31.148919	0.494939
Unmodified	32.294455	0.895093
Unmodified	32.384002	0.810452
Oxidation	32.395846	0.912698
Unmodified	33.795211	0.949505
Unmodified	33.032280	0.940415
Unmodified	31.675366	0.727163
Unmodified	31.494111	0.908807
TMT6plex	34.999999	0.566021
Unmodified	33.331570	0.915386
GlyGly (Ub)	32.337043	0.932241
Unmodified	33.360800	0.731563
TMT6plex	32.601023	0.838513
Unmodified	33.662283	0.923605
TMT6plex	31.731910	0.955646
Unmodified	31.540909	0.744339
TMT6plex	33.463958	0.912008
GlyGly (Ub)	25.529546	0.738025
Phospho	32.200393	0.947314
TMT6plex	34.999999	0.586074
TMT6plex	31.549668	0.936262
Unmodified	32.954213	0.739675
TMT6plex	32.751098	0.887388
TMT6plex	33.338988	0.839975
Unmodified	33.234122	0.832336
Unmodified	32.481170	0.456337
TMT6plex	34.012035	0.492699
TMT6plex	34.348685	0.904719
Oxidation	31.795567	0.854212
Unmodified	31.948853	0.910279
Oxidation	31.294185	0.756997
Unmodified	32.184333	0.847870
Phospho	34.999999	0.611902
TMT6plex	34.999999	0.915340
Oxidation	33.925480	0.725441
Unmodified	32.522315	0.952027
Unmodified	34.999999	0.646447
TMT6plex	31.899562	0.917456
Unmodified	34.999999	0.840860
Unmodified	32.136777	0.878393
Oxidation	32.419211	0.908542
Oxidation	34.999999	0.317559
TMT6plex	34.765339	0.802462
mixed	31.580827	0.554426
Unmodified	31.396252	0.892906
Oxidation	31.305042	0.925171
Unmodified	34.999999	0.813520
Unmodified	32.659629	0.694294
TMT6plex	31.306836	0.892968
Unmodified	33.331570	0.882494
Oxidation	34.425408	0.767836
Unmodified	32.498640	0.870502
mixed	32.441884	0.897113
Unmodified	33.134302	0.517362
Unmodified	31.631377	0.799778
Unmodified	31.886986	0.785670
Unmodified	32.721168	0.899757
Unmodified	32.208094	0.929360
Unmodified	33.029482	0.664155
Unmodified	31.431705	0.944850
Unmodified	34.999999	0.552453
Phospho	34.999999	0.901141
Unmodified	32.587811	0.860568
Oxidation	33.617264	0.741180
Unmodified	33.107874	0.890154
Unmodified	31.153959	0.771175
TMT6plex	32.129961	0.636506
Unmodified	34.999999	0.848837
Unmodified	31.968415	0.936411
mixed	33.676761	0.790023
mixed	34.968865	0.585115
Unmodified	31.825829	0.854541
Unmodified	31.694961	0.889880
TMT6plex	34.999999	0.838945
Unmodified	31.880456	0.864143
Unmodified	32.751456	0.940944
Unmodified	33.611640	0.866080
TMT6plex	34.999999	0.917993
Unmodified	31.909129	0.758676
Unmodified	31.920663	0.704564
mixed	31.963268	0.851141
Unmodified	33.925480	0.768218
Unmodified	35.160148	0.850985
mixed	34.999999	0.589633
Unmodified	34.295037	0.771208
Unmodified	32.191837	0.934684
Unmodified	31.488347	0.934370
Oxidation	32.097432	0.914249
Unmodified	31.599751	0.803316
Unmodified	32.541317	0.628018
Unmodified	31.640553	0.975995
TMT6plex	31.808841	0.757411
TMT6plex	34.999999	0.861674
Unmodified	32.466233	0.871628
Unmodified	33.242273	0.930284
Unmodified	32.566145	0.973038
TMT6plex	31.258380	0.457729
Unmodified	34.999999	0.549775
TMT6plex	34.087992	0.747041
Acetyl	31.314528	0.971021
Oxidation	33.795211	0.842980
Phospho	32.407251	0.940213
Unmodified	32.394418	0.952467
Unmodified	31.552470	0.852386
TMT6plex	32.939300	0.642578
Unmodified	32.295397	0.840318
mixed	34.999999	0.605946
Unmodified	31.906646	0.463550
Unmodified	31.311971	0.873950
mixed	32.294807	0.831286
Unmodified	32.086748	0.821384
Unmodified	32.171839	0.906918
Unmodified	31.620491	0.796365
Unmodified	31.841728	0.802715
Unmodified	34.999999	0.660279
Oxidation	32.395700	0.936126
TMT6plex	33.929986	0.834003
TMT6plex	35.651207	0.771711
Unmodified	32.282880	0.942917
Unmodified	31.246135	0.778053
Unmodified	32.505691	0.911537
TMT6plex	32.563737	0.794978
mixed	31.116107	0.793027
TMT6plex	32.498837	0.851437
Unmodified	31.880456	0.921685
Phospho	32.209408	0.818570
TMT6plex	33.384165	0.911576
Phospho	31.903821	0.784407
Unmodified	32.567021	0.862485
Unmodified	31.260344	0.924447
mixed	32.353613	0.803248
Unmodified	34.999999	0.880622
TMT6plex	34.999999	0.128046
Unmodified	31.311971	0.951443
Unmodified	31.998938	0.914375
Unmodified	34.999999	0.954295
Unmodified	32.581413	0.941596
Oxidation	34.602004	0.556191
TMT6plex	32.694706	0.614099
TMT6plex	33.779302	0.959383
TMT6plex	33.960369	0.898319
Unmodified	33.153665	0.930500
Unmodified	32.026604	0.908484
TMT6plex	32.935619	0.390719
Unmodified	34.999999	0.856358
Unmodified	32.435465	0.911414
Unmodified	34.999999	0.857750
Unmodified	34.999999	0.449938
Oxidation	34.999999	0.815953
GlyGly (Ub)	34.999999	0.027066
Unmodified	32.225755	0.850466
mixed	34.828243	0.913474
Unmodified	31.994137	0.889057
Unmodified	34.999999	0.815659
TMT6plex	32.696199	0.328712
Unmodified	32.148844	0.772288
Unmodified	31.855044	0.884455
Pyro-Glu	32.259080	0.797093
GlyGly (Ub)	34.999999	0.981377
Unmodified	34.999999	0.860230
Acetyl	31.132826	0.953256
TMT6plex	34.999999	0.793949
TMT6plex	34.999999	0.814006
TMT6plex	32.513225	0.747713
TMT6plex	34.999999	0.665762
Unmodified	32.227424	0.933786
TMT6plex	34.999999	0.421954
Unmodified	32.374290	0.922148
Unmodified	34.999999	0.823561
TMT6plex	31.228849	0.811559
Unmodified	32.496035	0.774693
TMT6plex	32.513437	0.932952
Unmodified	34.999999	0.891398
Unmodified	33.001137	0.860878
TMT6plex	31.503889	0.596416
TMT6plex	34.878996	0.682834
Unmodified	32.473224	0.836199
TMT6plex	32.202229	0.878599
TMT6plex	34.999999	0.932115
TMT6plex	32.467809	0.830070
Unmodified	33.134302	0.832450
TMT6plex	41.966200	0.930103
Unmodified	34.442991	0.868849
Methyl	34.999999	0.855085
Unmodified	33.979911	0.857681
Phospho	31.142750	0.840690
Unmodified	32.781106	0.756930
Unmodified	32.335588	0.954350
Unmodified	32.867688	0.860860
Oxidation	32.651347	0.784792
GlyGly (Ub)	32.388654	0.671698
Unmodified	33.190069	0.661081
Unmodified	34.419256	0.785538
TMT6plex	33.104539	0.789246
Unmodified	32.177266	0.803474
Unmodified	30.633390	0.711760
TMT6plex	34.999999	0.822363
mixed	32.238922	0.156047
Unmodified	32.374242	0.962867
Unmodified	32.466879	0.719535
Oxidation	32.450831	0.927608
Unmodified	31.687814	0.934192
TMT6plex	33.569133	0.908581
mixed	34.999999	0.514187
mixed	34.999999	0.619197
Oxidation	31.127915	0.656975
TMT6plex	31.027564	0.852611
Unmodified	32.136115	0.858314
Unmodified	34.999999	0.876265
Unmodified	32.444301	0.922274
Unmodified	33.133531	0.847254
Unmodified	31.457537	0.866542
Acetyl	33.570722	0.818253
Acetyl	30.972376	0.863864
TMT6plex	34.999999	0.589661
mixed	34.999999	0.629638
Unmodified	32.041380	0.866180
Unmodified	32.969388	0.914357
Unmodified	32.869509	0.856831
Unmodified	32.692292	0.829359
Unmodified	34.999999	0.055792
Unmodified	32.010928	0.799818
Unmodified	30.251494	0.838045
Unmodified	32.611305	0.725404
TMT6plex	32.229730	0.740105
mixed	34.385824	0.853625
Unmodified	32.874987	0.858250
Unmodified	34.999999	0.814218
TMT6plex	31.716207	0.900803
Unmodified	31.440663	0.604139
Unmodified	31.152534	0.887186
Unmodified	31.760147	0.914400
TMT6plex	34.999999	0.733829
Unmodified	31.469667	0.953881
Unmodified	33.869001	0.680100
TMT6plex	33.346319	0.862449
Unmodified	31.431705	0.925536
mixed	34.999999	0.636299
TMT6plex	34.999999	0.785198
TMT6plex	34.999999	0.913772
mixed	32.303205	0.766877
TMT6plex	27.269426	0.747925
TMT6plex	32.005653	0.947499
Unmodified	32.091641	0.570348
Unmodified	32.023016	0.944654
Phospho	32.058910	0.392476
Unmodified	30.231857	0.309786
Unmodified	31.254762	0.635177
Unmodified	32.348898	0.895836
TMT6plex	34.999999	0.315895
Unmodified	32.472065	0.930521
TMT6plex	34.999999	0.851231
TMT6plex	31.270111	0.796745
GlyGly (Ub)	32.226413	0.921153
Oxidation	34.999999	0.443653
Unmodified	31.618017	0.926757
Unmodified	32.426238	0.803265
TMT6plex	34.999999	0.764885
Unmodified	31.334653	0.923085
Oxidation	34.999999	0.954862
TMT6plex	32.138851	0.765953
Unmodified	34.999999	0.724318
Unmodified	32.723126	0.931228
TMT6plex	32.720640	0.799982
Unmodified	32.374290	0.726585
TMT6plex	33.150741	0.875946
TMT6plex	31.027564	0.855610
TMT6plex	32.683542	0.911581
Unmodified	32.099921	0.952810
Unmodified	32.485875	0.873520
TMT6plex	33.431175	0.743455
Unmodified	34.999999	0.727351
Unmodified	33.144066	0.661320
Oxidation	32.086748	0.903345
Unmodified	32.099921	0.961132
mixed	34.999999	0.780353
Unmodified	32.497334	0.907584
TMT6plex	32.592878	0.882539
TMT6plex	32.496658	0.677418
TMT6plex	33.560067	0.810098
TMT6plex	34.999999	0.851984
TMT6plex	33.110264	0.880471
Unmodified	31.573492	0.713699
Unmodified	32.177854	0.899339
TMT6plex	27.065858	0.301763
Unmodified	34.133744	0.817171
TMT6plex	34.929594	0.823789
Unmodified	32.423359	0.979023
TMT6plex	31.055179	0.877186
Unmodified	33.001137	0.881124
Oxidation	33.210000	0.860298
TMT6plex	33.222786	0.802863
Oxidation	31.666517	0.929183
Unmodified	33.893418	0.643458
Unmodified	31.598493	0.954577
TMT6plex	31.740096	0.782099
Unmodified	31.431335	0.749274
TMT6plex	34.999999	0.877604
TMT6plex	34.999999	0.445567
Unmodified	32.660896	0.833057
TMT6plex	34.999999	0.799581
